"trend","symbol","n_period","l_period","trainMethod","term","class","estimate","conf.low","conf.high","p.value"
"bearish","AAPL",5,10,"glm","sensitivity","Yes",0.342857142857143,NA,NA,NA
"bearish","AAPL",5,10,"glm","specificity","Yes",0.91025641025641,NA,NA,NA
"bearish","AAPL",5,10,"glm","pos_pred_value","Yes",0.631578947368421,NA,NA,NA
"bearish","AAPL",5,10,"glm","neg_pred_value","Yes",0.75531914893617,NA,NA,NA
"bearish","AAPL",5,10,"glm","precision","Yes",0.631578947368421,NA,NA,NA
"bearish","AAPL",5,10,"glm","recall","Yes",0.342857142857143,NA,NA,NA
"bearish","AAPL",5,10,"glm","f1","Yes",0.444444444444444,NA,NA,NA
"bearish","AAPL",5,10,"glm","prevalence","Yes",0.309734513274336,NA,NA,NA
"bearish","AAPL",5,10,"glm","detection_rate","Yes",0.106194690265487,NA,NA,NA
"bearish","AAPL",5,10,"glm","detection_prevalence","Yes",0.168141592920354,NA,NA,NA
"bearish","AAPL",5,10,"glm","balanced_accuracy","Yes",0.626556776556777,NA,NA,NA
"bearish","AAPL",5,10,"nb","accuracy",NA,0.699115044247788,0.605676203048083,0.781809555517169,0.464619479707672
"bearish","AAPL",5,10,"nb","kappa",NA,0.273449319213313,NA,NA,0.606905427217951
"bearish","AAPL",5,10,"nb","sensitivity","Yes",0.457142857142857,NA,NA,NA
"bearish","AAPL",5,10,"nb","specificity","Yes",0.807692307692308,NA,NA,NA
"bearish","AAPL",5,10,"nb","pos_pred_value","Yes",0.516129032258065,NA,NA,NA
"bearish","AAPL",5,10,"nb","neg_pred_value","Yes",0.768292682926829,NA,NA,NA
"bearish","AAPL",5,10,"nb","precision","Yes",0.516129032258065,NA,NA,NA
"bearish","AAPL",5,10,"nb","recall","Yes",0.457142857142857,NA,NA,NA
"bearish","AAPL",5,10,"nb","f1","Yes",0.484848484848485,NA,NA,NA
"bearish","AAPL",5,10,"nb","prevalence","Yes",0.309734513274336,NA,NA,NA
"bearish","AAPL",5,10,"nb","detection_rate","Yes",0.141592920353982,NA,NA,NA
"bearish","AAPL",5,10,"nb","detection_prevalence","Yes",0.274336283185841,NA,NA,NA
"bearish","AAPL",5,10,"nb","balanced_accuracy","Yes",0.632417582417582,NA,NA,NA
"bearish","AAPL",5,10,"gbm","accuracy",NA,0.867256637168142,0.790526380227953,0.923760618937005,1.04086686121288e-05
"bearish","AAPL",5,10,"gbm","kappa",NA,0.671447955030045,NA,NA,0.121335250358483
"bearish","AAPL",5,10,"gbm","sensitivity","Yes",0.685714285714286,NA,NA,NA
"bearish","AAPL",5,10,"gbm","specificity","Yes",0.948717948717949,NA,NA,NA
"bearish","AAPL",5,10,"gbm","pos_pred_value","Yes",0.857142857142857,NA,NA,NA
"bearish","AAPL",5,10,"gbm","neg_pred_value","Yes",0.870588235294118,NA,NA,NA
"bearish","AAPL",5,10,"gbm","precision","Yes",0.857142857142857,NA,NA,NA
"bearish","AAPL",5,10,"gbm","recall","Yes",0.685714285714286,NA,NA,NA
"bearish","AAPL",5,10,"gbm","f1","Yes",0.761904761904762,NA,NA,NA
"bearish","AAPL",5,10,"gbm","prevalence","Yes",0.309734513274336,NA,NA,NA
"bearish","AAPL",5,10,"gbm","detection_rate","Yes",0.212389380530973,NA,NA,NA
"bearish","AAPL",5,10,"gbm","detection_prevalence","Yes",0.247787610619469,NA,NA,NA
"bearish","AAPL",5,10,"gbm","balanced_accuracy","Yes",0.817216117216117,NA,NA,NA
"bearish","AAPL",5,10,"glm - top layer","accuracy",NA,0.867256637168142,0.790526380227953,0.923760618937005,1.04086686121288e-05
"bearish","AAPL",5,10,"glm - top layer","kappa",NA,0.671447955030045,NA,NA,0.121335250358483
"bearish","AAPL",5,10,"glm - top layer","sensitivity","Yes",0.685714285714286,NA,NA,NA
"bearish","AAPL",5,10,"glm - top layer","specificity","Yes",0.948717948717949,NA,NA,NA
"bearish","AAPL",5,10,"glm - top layer","pos_pred_value","Yes",0.857142857142857,NA,NA,NA
"bearish","AAPL",5,10,"glm - top layer","neg_pred_value","Yes",0.870588235294118,NA,NA,NA
"bearish","AAPL",5,10,"glm - top layer","precision","Yes",0.857142857142857,NA,NA,NA
"bearish","AAPL",5,10,"glm - top layer","recall","Yes",0.685714285714286,NA,NA,NA
"bearish","AAPL",5,10,"glm - top layer","f1","Yes",0.761904761904762,NA,NA,NA
"bearish","AAPL",5,10,"glm - top layer","prevalence","Yes",0.309734513274336,NA,NA,NA
"bearish","AAPL",5,10,"glm - top layer","detection_rate","Yes",0.212389380530973,NA,NA,NA
"bearish","AAPL",5,10,"glm - top layer","detection_prevalence","Yes",0.247787610619469,NA,NA,NA
"bearish","AAPL",5,10,"glm - top layer","balanced_accuracy","Yes",0.817216117216117,NA,NA,NA
"bearish","AAPL",5,10,"nb - top layer","accuracy",NA,0.814159292035398,0.730061635974254,0.881124903591359,0.00213231860689288
"bearish","AAPL",5,10,"nb - top layer","kappa",NA,0.540027137042063,NA,NA,0.190430263825524
"bearish","AAPL",5,10,"nb - top layer","sensitivity","Yes",0.6,NA,NA,NA
"bearish","AAPL",5,10,"nb - top layer","specificity","Yes",0.91025641025641,NA,NA,NA
"bearish","AAPL",5,10,"nb - top layer","pos_pred_value","Yes",0.75,NA,NA,NA
"bearish","AAPL",5,10,"nb - top layer","neg_pred_value","Yes",0.835294117647059,NA,NA,NA
"bearish","AAPL",5,10,"nb - top layer","precision","Yes",0.75,NA,NA,NA
"bearish","AAPL",5,10,"nb - top layer","recall","Yes",0.6,NA,NA,NA
"bearish","AAPL",5,10,"nb - top layer","f1","Yes",0.666666666666667,NA,NA,NA
"bearish","AAPL",5,10,"nb - top layer","prevalence","Yes",0.309734513274336,NA,NA,NA
"bearish","AAPL",5,10,"nb - top layer","detection_rate","Yes",0.185840707964602,NA,NA,NA
"bearish","AAPL",5,10,"nb - top layer","detection_prevalence","Yes",0.247787610619469,NA,NA,NA
"bearish","AAPL",5,10,"nb - top layer","balanced_accuracy","Yes",0.755128205128205,NA,NA,NA
"bearish","AAPL",5,10,"gbm - top layer","accuracy",NA,0.858407079646018,0.780267706010255,0.916847873027636,2.96917382018922e-05
"bearish","AAPL",5,10,"gbm - top layer","kappa",NA,0.640556660039761,NA,NA,0.0244489453100894
"bearish","AAPL",5,10,"gbm - top layer","sensitivity","Yes",0.628571428571429,NA,NA,NA
"bearish","AAPL",5,10,"gbm - top layer","specificity","Yes",0.961538461538462,NA,NA,NA
"bearish","AAPL",5,10,"gbm - top layer","pos_pred_value","Yes",0.88,NA,NA,NA
"bearish","AAPL",5,10,"gbm - top layer","neg_pred_value","Yes",0.852272727272727,NA,NA,NA
"bearish","AAPL",5,10,"gbm - top layer","precision","Yes",0.88,NA,NA,NA
"bearish","AAPL",5,10,"gbm - top layer","recall","Yes",0.628571428571429,NA,NA,NA
"bearish","AAPL",5,10,"gbm - top layer","f1","Yes",0.733333333333333,NA,NA,NA
"bearish","AAPL",5,10,"gbm - top layer","prevalence","Yes",0.309734513274336,NA,NA,NA
"bearish","AAPL",5,10,"gbm - top layer","detection_rate","Yes",0.194690265486726,NA,NA,NA
"bearish","AAPL",5,10,"gbm - top layer","detection_prevalence","Yes",0.221238938053097,NA,NA,NA
"bearish","AAPL",5,10,"gbm - top layer","balanced_accuracy","Yes",0.795054945054945,NA,NA,NA
"bearish","AAPL",5,10,"final - averaging","accuracy",NA,0.858407079646018,0.780267706010255,0.916847873027636,2.96917382018922e-05
"bearish","AAPL",5,10,"final - averaging","kappa",NA,0.652441368704345,NA,NA,0.211299547333711
"bearish","AAPL",5,10,"final - averaging","sensitivity","Yes",0.685714285714286,NA,NA,NA
"bearish","AAPL",5,10,"final - averaging","specificity","Yes",0.935897435897436,NA,NA,NA
"bearish","AAPL",5,10,"final - averaging","pos_pred_value","Yes",0.827586206896552,NA,NA,NA
"bearish","AAPL",5,10,"final - averaging","neg_pred_value","Yes",0.869047619047619,NA,NA,NA
"bearish","AAPL",5,10,"final - averaging","precision","Yes",0.827586206896552,NA,NA,NA
"bearish","AAPL",5,10,"final - averaging","recall","Yes",0.685714285714286,NA,NA,NA
"bearish","AAPL",5,10,"final - averaging","f1","Yes",0.75,NA,NA,NA
"bearish","AAPL",5,10,"final - averaging","prevalence","Yes",0.309734513274336,NA,NA,NA
"bearish","AAPL",5,10,"final - averaging","detection_rate","Yes",0.212389380530973,NA,NA,NA
"bearish","AAPL",5,10,"final - averaging","detection_prevalence","Yes",0.256637168141593,NA,NA,NA
"bearish","AAPL",5,10,"final - averaging","balanced_accuracy","Yes",0.810805860805861,NA,NA,NA
"bearish","AAPL",1,15,"glm","accuracy",NA,0.745454545454545,0.653535531161541,0.823717834640661,0.233387700959247
"bearish","AAPL",1,15,"glm","kappa",NA,0.276315789473684,NA,NA,0.00458639208025349
"bearish","AAPL",1,15,"glm","sensitivity","Yes",0.3125,NA,NA,NA
"bearish","AAPL",1,15,"glm","specificity","Yes",0.923076923076923,NA,NA,NA
"bearish","AAPL",1,15,"glm","pos_pred_value","Yes",0.625,NA,NA,NA
"bearish","AAPL",1,15,"glm","neg_pred_value","Yes",0.765957446808511,NA,NA,NA
"bearish","AAPL",1,15,"glm","precision","Yes",0.625,NA,NA,NA
"bearish","AAPL",1,15,"glm","recall","Yes",0.3125,NA,NA,NA
"bearish","AAPL",1,15,"glm","f1","Yes",0.416666666666667,NA,NA,NA
"bearish","AAPL",1,15,"glm","prevalence","Yes",0.290909090909091,NA,NA,NA
"bearish","AAPL",1,15,"glm","detection_rate","Yes",0.0909090909090909,NA,NA,NA
"bearish","AAPL",1,15,"glm","detection_prevalence","Yes",0.145454545454545,NA,NA,NA
"bearish","AAPL",1,15,"glm","balanced_accuracy","Yes",0.617788461538462,NA,NA,NA
"bearish","AAPL",1,15,"nb","accuracy",NA,0.7,0.605230888651531,0.783677041617679,0.628498653609974
"bearish","AAPL",1,15,"nb","kappa",NA,0.252163164400494,NA,NA,0.72772354666955
"bearish","AAPL",1,15,"nb","sensitivity","Yes",0.4375,NA,NA,NA
"bearish","AAPL",1,15,"nb","specificity","Yes",0.807692307692308,NA,NA,NA
"bearish","AAPL",1,15,"nb","pos_pred_value","Yes",0.482758620689655,NA,NA,NA
"bearish","AAPL",1,15,"nb","neg_pred_value","Yes",0.777777777777778,NA,NA,NA
"bearish","AAPL",1,15,"nb","precision","Yes",0.482758620689655,NA,NA,NA
"bearish","AAPL",1,15,"nb","recall","Yes",0.4375,NA,NA,NA
"bearish","AAPL",1,15,"nb","f1","Yes",0.459016393442623,NA,NA,NA
"bearish","AAPL",1,15,"nb","prevalence","Yes",0.290909090909091,NA,NA,NA
"bearish","AAPL",1,15,"nb","detection_rate","Yes",0.127272727272727,NA,NA,NA
"bearish","AAPL",1,15,"nb","detection_prevalence","Yes",0.263636363636364,NA,NA,NA
"bearish","AAPL",1,15,"nb","balanced_accuracy","Yes",0.622596153846154,NA,NA,NA
"bearish","AAPL",1,15,"gbm","accuracy",NA,0.827272727272727,0.74348041593508,0.892683868701386,0.00310376807854995
"bearish","AAPL",1,15,"gbm","kappa",NA,0.552462526766595,NA,NA,0.168668618887815
"bearish","AAPL",1,15,"gbm","sensitivity","Yes",0.59375,NA,NA,NA
"bearish","AAPL",1,15,"gbm","specificity","Yes",0.923076923076923,NA,NA,NA
"bearish","AAPL",1,15,"gbm","pos_pred_value","Yes",0.76,NA,NA,NA
"bearish","AAPL",1,15,"gbm","neg_pred_value","Yes",0.847058823529412,NA,NA,NA
"bearish","AAPL",1,15,"gbm","precision","Yes",0.76,NA,NA,NA
"bearish","AAPL",1,15,"gbm","recall","Yes",0.59375,NA,NA,NA
"bearish","AAPL",1,15,"gbm","f1","Yes",0.666666666666667,NA,NA,NA
"bearish","AAPL",1,15,"gbm","prevalence","Yes",0.290909090909091,NA,NA,NA
"bearish","AAPL",1,15,"gbm","detection_rate","Yes",0.172727272727273,NA,NA,NA
"bearish","AAPL",1,15,"gbm","detection_prevalence","Yes",0.227272727272727,NA,NA,NA
"bearish","AAPL",1,15,"gbm","balanced_accuracy","Yes",0.758413461538462,NA,NA,NA
"bearish","AAPL",1,15,"glm - top layer","accuracy",NA,0.809090909090909,0.723102257136367,0.877766587954645,0.0114561050661923
"bearish","AAPL",1,15,"glm - top layer","kappa",NA,0.495412844036697,NA,NA,0.0808555983700521
"bearish","AAPL",1,15,"glm - top layer","sensitivity","Yes",0.53125,NA,NA,NA
"bearish","AAPL",1,15,"glm - top layer","specificity","Yes",0.923076923076923,NA,NA,NA
"bearish","AAPL",1,15,"glm - top layer","pos_pred_value","Yes",0.739130434782609,NA,NA,NA
"bearish","AAPL",1,15,"glm - top layer","neg_pred_value","Yes",0.827586206896552,NA,NA,NA
"bearish","AAPL",1,15,"glm - top layer","precision","Yes",0.739130434782609,NA,NA,NA
"bearish","AAPL",1,15,"glm - top layer","recall","Yes",0.53125,NA,NA,NA
"bearish","AAPL",1,15,"glm - top layer","f1","Yes",0.618181818181818,NA,NA,NA
"bearish","AAPL",1,15,"glm - top layer","prevalence","Yes",0.290909090909091,NA,NA,NA
"bearish","AAPL",1,15,"glm - top layer","detection_rate","Yes",0.154545454545455,NA,NA,NA
"bearish","AAPL",1,15,"glm - top layer","detection_prevalence","Yes",0.209090909090909,NA,NA,NA
"bearish","AAPL",1,15,"glm - top layer","balanced_accuracy","Yes",0.727163461538462,NA,NA,NA
"bearish","AAPL",1,15,"nb - top layer","accuracy",NA,0.8,0.713004866399061,0.870211511793048,0.0202925377005241
"bearish","AAPL",1,15,"nb - top layer","kappa",NA,0.476643598615917,NA,NA,0.135593001266303
"bearish","AAPL",1,15,"nb - top layer","sensitivity","Yes",0.53125,NA,NA,NA
"bearish","AAPL",1,15,"nb - top layer","specificity","Yes",0.91025641025641,NA,NA,NA
"bearish","AAPL",1,15,"nb - top layer","pos_pred_value","Yes",0.708333333333333,NA,NA,NA
"bearish","AAPL",1,15,"nb - top layer","neg_pred_value","Yes",0.825581395348837,NA,NA,NA
"bearish","AAPL",1,15,"nb - top layer","precision","Yes",0.708333333333333,NA,NA,NA
"bearish","AAPL",1,15,"nb - top layer","recall","Yes",0.53125,NA,NA,NA
"bearish","AAPL",1,15,"nb - top layer","f1","Yes",0.607142857142857,NA,NA,NA
"bearish","AAPL",1,15,"nb - top layer","prevalence","Yes",0.290909090909091,NA,NA,NA
"bearish","AAPL",1,15,"nb - top layer","detection_rate","Yes",0.154545454545455,NA,NA,NA
"bearish","AAPL",1,15,"nb - top layer","detection_prevalence","Yes",0.218181818181818,NA,NA,NA
"bearish","AAPL",1,15,"nb - top layer","balanced_accuracy","Yes",0.720753205128205,NA,NA,NA
"bearish","AAPL",1,15,"gbm - top layer","accuracy",NA,0.772727272727273,0.683044851418782,0.847198962238859,0.0839020556996206
"bearish","AAPL",1,15,"gbm - top layer","kappa",NA,0.346793349168646,NA,NA,0.0013742758758317
"bearish","AAPL",1,15,"gbm - top layer","sensitivity","Yes",0.34375,NA,NA,NA
"bearish","AAPL",1,15,"gbm - top layer","specificity","Yes",0.948717948717949,NA,NA,NA
"bearish","AAPL",1,15,"gbm - top layer","pos_pred_value","Yes",0.733333333333333,NA,NA,NA
"bearish","AAPL",1,15,"gbm - top layer","neg_pred_value","Yes",0.778947368421053,NA,NA,NA
"bearish","AAPL",1,15,"gbm - top layer","precision","Yes",0.733333333333333,NA,NA,NA
"bearish","AAPL",1,15,"gbm - top layer","recall","Yes",0.34375,NA,NA,NA
"bearish","AAPL",1,15,"gbm - top layer","f1","Yes",0.468085106382979,NA,NA,NA
"bearish","AAPL",1,15,"gbm - top layer","prevalence","Yes",0.290909090909091,NA,NA,NA
"bearish","AAPL",1,15,"gbm - top layer","detection_rate","Yes",0.1,NA,NA,NA
"bearish","AAPL",1,15,"gbm - top layer","detection_prevalence","Yes",0.136363636363636,NA,NA,NA
"bearish","AAPL",1,15,"gbm - top layer","balanced_accuracy","Yes",0.646233974358974,NA,NA,NA
"bearish","AAPL",1,15,"final - averaging","accuracy",NA,0.827272727272727,0.74348041593508,0.892683868701386,0.00310376807854995
"bearish","AAPL",1,15,"final - averaging","kappa",NA,0.54346876365225,NA,NA,0.0664574200169311
"bearish","AAPL",1,15,"final - averaging","sensitivity","Yes",0.5625,NA,NA,NA
"bearish","AAPL",1,15,"final - averaging","specificity","Yes",0.935897435897436,NA,NA,NA
"bearish","AAPL",1,15,"final - averaging","pos_pred_value","Yes",0.782608695652174,NA,NA,NA
"bearish","AAPL",1,15,"final - averaging","neg_pred_value","Yes",0.839080459770115,NA,NA,NA
"bearish","AAPL",1,15,"final - averaging","precision","Yes",0.782608695652174,NA,NA,NA
"bearish","AAPL",1,15,"final - averaging","recall","Yes",0.5625,NA,NA,NA
"bearish","AAPL",1,15,"final - averaging","f1","Yes",0.654545454545455,NA,NA,NA
"bearish","AAPL",1,15,"final - averaging","prevalence","Yes",0.290909090909091,NA,NA,NA
"bearish","AAPL",1,15,"final - averaging","detection_rate","Yes",0.163636363636364,NA,NA,NA
"bearish","AAPL",1,15,"final - averaging","detection_prevalence","Yes",0.209090909090909,NA,NA,NA
"bearish","AAPL",1,15,"final - averaging","balanced_accuracy","Yes",0.749198717948718,NA,NA,NA
"bearish","AAPL",2,15,"glm","accuracy",NA,0.756756756756757,0.666170183888706,0.833176246605649,0.125649796517032
"bearish","AAPL",2,15,"glm","kappa",NA,0.355899419729207,NA,NA,0.0542918283668546
"bearish","AAPL",2,15,"glm","sensitivity","Yes",0.424242424242424,NA,NA,NA
"bearish","AAPL",2,15,"glm","specificity","Yes",0.897435897435897,NA,NA,NA
"bearish","AAPL",2,15,"glm","pos_pred_value","Yes",0.636363636363637,NA,NA,NA
"bearish","AAPL",2,15,"glm","neg_pred_value","Yes",0.786516853932584,NA,NA,NA
"bearish","AAPL",2,15,"glm","precision","Yes",0.636363636363636,NA,NA,NA
"bearish","AAPL",2,15,"glm","recall","Yes",0.424242424242424,NA,NA,NA
"bearish","AAPL",2,15,"glm","f1","Yes",0.509090909090909,NA,NA,NA
"bearish","AAPL",2,15,"glm","prevalence","Yes",0.297297297297297,NA,NA,NA
"bearish","AAPL",2,15,"glm","detection_rate","Yes",0.126126126126126,NA,NA,NA
"bearish","AAPL",2,15,"glm","detection_prevalence","Yes",0.198198198198198,NA,NA,NA
"bearish","AAPL",2,15,"glm","balanced_accuracy","Yes",0.660839160839161,NA,NA,NA
"bearish","AAPL",2,15,"nb","accuracy",NA,0.648648648648649,0.552287810774303,0.736860702440204,0.909861406914376
"bearish","AAPL",2,15,"nb","kappa",NA,0.180579216354344,NA,NA,0.748774041706547
"bearish","AAPL",2,15,"nb","sensitivity","Yes",0.454545454545455,NA,NA,NA
"bearish","AAPL",2,15,"nb","specificity","Yes",0.730769230769231,NA,NA,NA
"bearish","AAPL",2,15,"nb","pos_pred_value","Yes",0.416666666666667,NA,NA,NA
"bearish","AAPL",2,15,"nb","neg_pred_value","Yes",0.76,NA,NA,NA
"bearish","AAPL",2,15,"nb","precision","Yes",0.416666666666667,NA,NA,NA
"bearish","AAPL",2,15,"nb","recall","Yes",0.454545454545455,NA,NA,NA
"bearish","AAPL",2,15,"nb","f1","Yes",0.434782608695652,NA,NA,NA
"bearish","AAPL",2,15,"nb","prevalence","Yes",0.297297297297297,NA,NA,NA
"bearish","AAPL",2,15,"nb","detection_rate","Yes",0.135135135135135,NA,NA,NA
"bearish","AAPL",2,15,"nb","detection_prevalence","Yes",0.324324324324324,NA,NA,NA
"bearish","AAPL",2,15,"nb","balanced_accuracy","Yes",0.592657342657343,NA,NA,NA
"bearish","AAPL",2,15,"gbm","accuracy",NA,0.864864864864865,0.78692649104106,0.922349236541666,5.12050911830062e-05
"bearish","AAPL",2,15,"gbm","kappa",NA,0.66786355475763,NA,NA,0.605576616335346
"bearish","AAPL",2,15,"gbm","sensitivity","Yes",0.727272727272727,NA,NA,NA
"bearish","AAPL",2,15,"gbm","specificity","Yes",0.923076923076923,NA,NA,NA
"bearish","AAPL",2,15,"gbm","pos_pred_value","Yes",0.8,NA,NA,NA
"bearish","AAPL",2,15,"gbm","neg_pred_value","Yes",0.888888888888889,NA,NA,NA
"bearish","AAPL",2,15,"gbm","precision","Yes",0.8,NA,NA,NA
"bearish","AAPL",2,15,"gbm","recall","Yes",0.727272727272727,NA,NA,NA
"bearish","AAPL",2,15,"gbm","f1","Yes",0.761904761904762,NA,NA,NA
"bearish","AAPL",2,15,"gbm","prevalence","Yes",0.297297297297297,NA,NA,NA
"bearish","AAPL",2,15,"gbm","detection_rate","Yes",0.216216216216216,NA,NA,NA
"bearish","AAPL",2,15,"gbm","detection_prevalence","Yes",0.27027027027027,NA,NA,NA
"bearish","AAPL",2,15,"gbm","balanced_accuracy","Yes",0.825174825174825,NA,NA,NA
"bearish","AAPL",2,15,"glm - top layer","accuracy",NA,0.864864864864865,0.78692649104106,0.922349236541666,5.12050911830062e-05
"bearish","AAPL",2,15,"glm - top layer","kappa",NA,0.66786355475763,NA,NA,0.605576616335346
"bearish","AAPL",2,15,"glm - top layer","sensitivity","Yes",0.727272727272727,NA,NA,NA
"bearish","AAPL",2,15,"glm - top layer","specificity","Yes",0.923076923076923,NA,NA,NA
"bearish","AAPL",2,15,"glm - top layer","pos_pred_value","Yes",0.8,NA,NA,NA
"bearish","AAPL",2,15,"glm - top layer","neg_pred_value","Yes",0.888888888888889,NA,NA,NA
"bearish","AAPL",2,15,"glm - top layer","precision","Yes",0.8,NA,NA,NA
"bearish","AAPL",2,15,"glm - top layer","recall","Yes",0.727272727272727,NA,NA,NA
"bearish","AAPL",2,15,"glm - top layer","f1","Yes",0.761904761904762,NA,NA,NA
"bearish","AAPL",2,15,"glm - top layer","prevalence","Yes",0.297297297297297,NA,NA,NA
"bearish","AAPL",2,15,"glm - top layer","detection_rate","Yes",0.216216216216216,NA,NA,NA
"bearish","AAPL",2,15,"glm - top layer","detection_prevalence","Yes",0.27027027027027,NA,NA,NA
"bearish","AAPL",2,15,"glm - top layer","balanced_accuracy","Yes",0.825174825174825,NA,NA,NA
"bearish","AAPL",2,15,"nb - top layer","accuracy",NA,0.864864864864865,0.78692649104106,0.922349236541666,5.12050911830062e-05
"bearish","AAPL",2,15,"nb - top layer","kappa",NA,0.673721340388007,NA,NA,1
"bearish","AAPL",2,15,"nb - top layer","sensitivity","Yes",0.757575757575758,NA,NA,NA
"bearish","AAPL",2,15,"nb - top layer","specificity","Yes",0.91025641025641,NA,NA,NA
"bearish","AAPL",2,15,"nb - top layer","pos_pred_value","Yes",0.78125,NA,NA,NA
"bearish","AAPL",2,15,"nb - top layer","neg_pred_value","Yes",0.89873417721519,NA,NA,NA
"bearish","AAPL",2,15,"nb - top layer","precision","Yes",0.78125,NA,NA,NA
"bearish","AAPL",2,15,"nb - top layer","recall","Yes",0.757575757575758,NA,NA,NA
"bearish","AAPL",2,15,"nb - top layer","f1","Yes",0.769230769230769,NA,NA,NA
"bearish","AAPL",2,15,"nb - top layer","prevalence","Yes",0.297297297297297,NA,NA,NA
"bearish","AAPL",2,15,"nb - top layer","detection_rate","Yes",0.225225225225225,NA,NA,NA
"bearish","AAPL",2,15,"nb - top layer","detection_prevalence","Yes",0.288288288288288,NA,NA,NA
"bearish","AAPL",2,15,"nb - top layer","balanced_accuracy","Yes",0.833916083916084,NA,NA,NA
"bearish","AAPL",2,15,"gbm - top layer","accuracy",NA,0.873873873873874,0.797443343252953,0.92929798524173,1.79918947909787e-05
"bearish","AAPL",2,15,"gbm - top layer","kappa",NA,0.69276393831554,NA,NA,0.789268026134281
"bearish","AAPL",2,15,"gbm - top layer","sensitivity","Yes",0.757575757575758,NA,NA,NA
"bearish","AAPL",2,15,"gbm - top layer","specificity","Yes",0.923076923076923,NA,NA,NA
"bearish","AAPL",2,15,"gbm - top layer","pos_pred_value","Yes",0.806451612903226,NA,NA,NA
"bearish","AAPL",2,15,"gbm - top layer","neg_pred_value","Yes",0.9,NA,NA,NA
"bearish","AAPL",2,15,"gbm - top layer","precision","Yes",0.806451612903226,NA,NA,NA
"bearish","AAPL",2,15,"gbm - top layer","recall","Yes",0.757575757575758,NA,NA,NA
"bearish","AAPL",2,15,"gbm - top layer","f1","Yes",0.78125,NA,NA,NA
"bearish","AAPL",2,15,"gbm - top layer","prevalence","Yes",0.297297297297297,NA,NA,NA
"bearish","AAPL",2,15,"gbm - top layer","detection_rate","Yes",0.225225225225225,NA,NA,NA
"bearish","AAPL",2,15,"gbm - top layer","detection_prevalence","Yes",0.279279279279279,NA,NA,NA
"bearish","AAPL",2,15,"gbm - top layer","balanced_accuracy","Yes",0.84032634032634,NA,NA,NA
"bearish","AAPL",2,15,"final - averaging","accuracy",NA,0.864864864864865,0.78692649104106,0.922349236541666,5.12050911830062e-05
"bearish","AAPL",2,15,"final - averaging","kappa",NA,0.66786355475763,NA,NA,0.605576616335346
"bearish","AAPL",2,15,"final - averaging","sensitivity","Yes",0.727272727272727,NA,NA,NA
"bearish","AAPL",2,15,"final - averaging","specificity","Yes",0.923076923076923,NA,NA,NA
"bearish","AAPL",2,15,"final - averaging","pos_pred_value","Yes",0.8,NA,NA,NA
"bearish","AAPL",2,15,"final - averaging","neg_pred_value","Yes",0.888888888888889,NA,NA,NA
"bearish","AAPL",2,15,"final - averaging","precision","Yes",0.8,NA,NA,NA
"bearish","AAPL",2,15,"final - averaging","recall","Yes",0.727272727272727,NA,NA,NA
"bearish","AAPL",2,15,"final - averaging","f1","Yes",0.761904761904762,NA,NA,NA
"bearish","AAPL",2,15,"final - averaging","prevalence","Yes",0.297297297297297,NA,NA,NA
"bearish","AAPL",2,15,"final - averaging","detection_rate","Yes",0.216216216216216,NA,NA,NA
"bearish","AAPL",2,15,"final - averaging","detection_prevalence","Yes",0.27027027027027,NA,NA,NA
"bearish","AAPL",2,15,"final - averaging","balanced_accuracy","Yes",0.825174825174825,NA,NA,NA
"bearish","AAPL",3,15,"glm","accuracy",NA,0.770642201834862,0.68031311509877,0.845738870150438,0.120135989832108
"bearish","AAPL",3,15,"glm","kappa",NA,0.395384956733969,NA,NA,0.230139340443417
"bearish","AAPL",3,15,"glm","sensitivity","Yes",0.483870967741935,NA,NA,NA
"bearish","AAPL",3,15,"glm","specificity","Yes",0.884615384615385,NA,NA,NA
"bearish","AAPL",3,15,"glm","pos_pred_value","Yes",0.625,NA,NA,NA
"bearish","AAPL",3,15,"glm","neg_pred_value","Yes",0.811764705882353,NA,NA,NA
"bearish","AAPL",3,15,"glm","precision","Yes",0.625,NA,NA,NA
"bearish","AAPL",3,15,"glm","recall","Yes",0.483870967741935,NA,NA,NA
"bearish","AAPL",3,15,"glm","f1","Yes",0.545454545454545,NA,NA,NA
"bearish","AAPL",3,15,"glm","prevalence","Yes",0.284403669724771,NA,NA,NA
"bearish","AAPL",3,15,"glm","detection_rate","Yes",0.137614678899083,NA,NA,NA
"bearish","AAPL",3,15,"glm","detection_prevalence","Yes",0.220183486238532,NA,NA,NA
"bearish","AAPL",3,15,"glm","balanced_accuracy","Yes",0.68424317617866,NA,NA,NA
"bearish","AAPL",3,15,"nb","accuracy",NA,0.724770642201835,0.630957237798383,0.80598198516237,0.463790960083822
"bearish","AAPL",3,15,"nb","kappa",NA,0.336713995943205,NA,NA,0.855132140584706
"bearish","AAPL",3,15,"nb","sensitivity","Yes",0.548387096774194,NA,NA,NA
"bearish","AAPL",3,15,"nb","specificity","Yes",0.794871794871795,NA,NA,NA
"bearish","AAPL",3,15,"nb","pos_pred_value","Yes",0.515151515151515,NA,NA,NA
"bearish","AAPL",3,15,"nb","neg_pred_value","Yes",0.815789473684211,NA,NA,NA
"bearish","AAPL",3,15,"nb","precision","Yes",0.515151515151515,NA,NA,NA
"bearish","AAPL",3,15,"nb","recall","Yes",0.548387096774194,NA,NA,NA
